#sec,nsec,x,y,z,qx,qy,qz,qw
1583840333,39096064,10.3468,-41.1182,0.184932,0.0451027,-0.0227551,0.989402,0.136131
1583840333,138389504,10.2965,-41.1833,0.210879,0.0469329,-0.00713791,0.988398,0.144273
1583840333,238017792,10.2932,-41.1459,0.200711,0.0425967,-0.00483196,0.987913,0.148966
1583840333,337452032,10.1254,-41.1297,0.244398,0.0436848,-0.0221239,0.989406,0.13667
1583840333,436742912,10.1552,-41.2604,0.185205,0.0359157,-0.0303252,0.990692,0.127748
1583840333,536578048,9.91538,-41.2754,0.238933,0.0309809,-0.0182565,0.990779,0.13063
1583840333,637005312,9.84401,-41.2053,0.239971,0.0268556,-0.00724043,0.988943,0.145662
1583840333,737298944,9.69351,-41.2863,0.251457,0.0180225,-0.0115607,0.989029,0.146163
1583840333,837794304,9.64928,-41.3102,0.289817,0.0112669,-0.0204395,0.989527,0.142447
1583840333,938194688,9.58453,-41.3325,0.257036,0.00873843,-0.0252077,0.986919,0.158996
1583840334,38516224,9.44918,-41.3797,0.214268,0.00537786,-0.0275237,0.983981,0.176056
1583840334,138796032,9.40163,-41.4313,0.179464,0.0144353,-0.0341504,0.979688,0.197072
1583840334,238927616,9.3572,-41.3996,0.208052,0.0301082,-0.0368117,0.975681,0.213976
1583840334,338386944,9.27251,-41.4828,0.224557,0.0281667,-0.0281718,0.978867,0.200581
1583840334,438101248,9.17778,-41.4397,0.242415,0.0222318,-0.0211106,0.97376,0.225502
1583840334,537622784,9.10764,-41.4271,0.25178,0.0207531,-0.025844,0.974334,0.222653
1583840334,637176064,9.03609,-41.4528,0.248314,0.0170044,-0.0334958,0.974653,0.220545
1583840334,736948736,8.93181,-41.4564,0.215537,0.0191132,-0.0282951,0.974296,0.222669
1583840334,837045248,8.84303,-41.4529,0.220234,0.0286657,-0.0160173,0.97135,0.235373
1583840334,937399808,8.78174,-41.4557,0.234235,0.0261676,-0.00806208,0.969997,0.241572
1583840335,37655040,8.7134,-41.4196,0.271526,0.0248373,-0.0178423,0.967033,0.252808
1583840335,137732352,8.64236,-41.4777,0.262302,0.0204969,-0.022805,0.966369,0.255327
1583840335,238035200,8.56162,-41.4958,0.282163,0.0180107,-0.0228244,0.961719,0.272492
1583840335,338373376,8.46211,-41.4979,0.261778,0.0109872,-0.0220102,0.953668,0.299853
1583840335,438594304,8.34255,-41.5009,0.215788,0.0166313,-0.0295722,0.947032,0.319341
1583840335,538586112,8.32403,-41.4394,0.212714,0.0322859,-0.0339573,0.941962,0.332434
1583840335,637933056,8.23017,-41.462,0.216403,0.0441444,-0.0279956,0.949278,0.310064
1583840335,737460480,8.15944,-41.4668,0.247088,0.046694,-0.0168624,0.942973,0.329145
1583840335,837247744,8.09317,-41.4324,0.266054,0.0446849,-0.017843,0.943785,0.32704
1583840335,936975104,8.01417,-41.4274,0.29292,0.0366525,-0.0232418,0.944742,0.32493
1583840336,36938752,7.91921,-41.3919,0.276579,0.0269608,-0.0236988,0.94449,0.326574
1583840336,137000192,7.80589,-41.4005,0.233625,0.0229072,-0.0162813,0.948231,0.316334
1583840336,237393152,7.72469,-41.3344,0.24591,0.028927,-0.00569536,0.942909,0.331743
1583840336,337638656,7.62645,-41.3589,0.267303,0.0268198,-0.0109844,0.941516,0.335721
1583840336,438080768,7.55077,-41.3263,0.289691,0.0186278,-0.0199655,0.941508,0.335882
1583840336,538186240,7.45495,-41.3348,0.293622,0.00971973,-0.0228351,0.938085,0.345515
1583840336,638333440,7.35529,-41.3396,0.269815,0.0018359,-0.0234179,0.935059,0.353712
1583840336,738437888,7.27137,-41.3197,0.223705,0.00833895,-0.0274412,0.928512,0.370194
1583840336,838422272,7.17312,-41.3433,0.190569,0.0332233,-0.0289284,0.919023,0.391735
1583840336,938452224,7.106,-41.2818,0.235274,0.0475871,-0.0254392,0.92025,0.387594
1583840337,37866496,7.02202,-41.263,0.270272,0.0411174,-0.021871,0.916203,0.397999
1583840337,137433856,6.94028,-41.2135,0.27799,0.0347426,-0.0245009,0.920318,0.388855
1583840337,236838144,6.84019,-41.1927,0.287966,0.0253006,-0.0338605,0.929261,0.366997
1583840337,336548608,6.73736,-41.1441,0.250571,0.0190194,-0.0313894,0.929361,0.367344
1583840337,436599552,6.58545,-41.1144,0.226295,0.0236457,-0.0122339,0.927104,0.373857
1583840337,537078272,6.52873,-41.0993,0.255168,0.0223189,-0.00223262,0.927559,0.373002
1583840337,637603584,6.46204,-41.0514,0.275695,0.0222571,-0.0169796,0.926038,0.37639
1583840337,737885440,6.37317,-41.0669,0.296816,0.0149007,-0.0202143,0.927962,0.371827
1583840337,838244096,6.27444,-41.0452,0.295639,0.00866994,-0.0212328,0.924506,0.380477
1583840337,938548480,6.18544,-41.0439,0.265012,0.00576184,-0.0244493,0.918858,0.393787
1583840338,38740480,6.09176,-41.0513,0.232117,0.0146359,-0.0321676,0.912213,0.40819
1583840338,138904064,5.99485,-41.0165,0.23162,0.0351588,-0.0397191,0.899743,0.433185
1583840338,238647040,5.91526,-41.0012,0.252622,0.0412088,-0.0291985,0.90954,0.412536
1583840338,338278656,5.85414,-40.9146,0.28161,0.0367293,-0.0171388,0.897972,0.438182
1583840338,437738752,5.7706,-40.8805,0.29392,0.0330979,-0.0204156,0.904423,0.424861
1583840338,537167872,5.67906,-40.8769,0.300998,0.0299087,-0.0315948,0.912368,0.407052
1583840338,636889088,5.59019,-40.8442,0.268233,0.0260292,-0.0311596,0.912851,0.406268
1583840338,736987136,5.48282,-40.787,0.259215,0.0311942,-0.0193148,0.912529,0.407363
1583840338,837229312,5.40958,-40.7372,0.276305,0.0294306,-0.0108266,0.919179,0.39259
1583840338,937465600,5.31239,-40.7375,0.298862,0.0222363,-0.015434,0.918471,0.394561
1583840339,37937664,5.22857,-40.7087,0.302251,0.0149821,-0.02108,0.919687,0.3918
1583840339,138336512,5.1276,-40.6958,0.300577,0.0151546,-0.0242571,0.914361,0.403888
1583840339,238752000,5.04885,-40.7077,0.28733,0.0117055,-0.0253118,0.908446,0.417071
1583840339,339018240,4.96048,-40.6866,0.244066,0.0189348,-0.0349755,0.900899,0.432202
1583840339,439099648,4.86607,-40.6685,0.242751,0.0347705,-0.0397043,0.891066,0.450796
1583840339,538813184,4.78721,-40.618,0.265498,0.0419488,-0.0327461,0.898738,0.435245
1583840339,638225664,4.71336,-40.557,0.286653,0.0388736,-0.0196595,0.891147,0.451619
1583840339,737708288,4.62544,-40.5181,0.29331,0.0357911,-0.0186388,0.895006,0.444226
1583840339,837187584,4.5406,-40.4861,0.302943,0.0268459,-0.0318508,0.902268,0.429159
1583840339,936902400,4.4423,-40.438,0.267426,0.0208696,-0.029643,0.903458,0.427142
1583840340,36989440,4.34248,-40.4107,0.247029,0.0271546,-0.0192754,0.899103,0.436469
1583840340,137430784,4.25436,-40.3497,0.281544,0.027815,-0.0106383,0.899907,0.435064
1583840340,237874688,4.19514,-40.2766,0.299668,0.0213594,-0.0209082,0.897781,0.439427
1583840340,337940992,4.08187,-40.2856,0.296485,0.0130189,-0.0229846,0.900877,0.433269
1583840340,438251776,3.99905,-40.2437,0.296453,0.0115601,-0.0251254,0.8958,0.443595
1583840340,538425344,3.89809,-40.2381,0.26894,0.0100815,-0.0268412,0.891018,0.453061
1583840340,638614016,3.80139,-40.2209,0.242098,0.0193,-0.0318416,0.884139,0.465738
1583840340,738765568,3.7477,-40.1068,0.265919,0.0316532,-0.0314801,0.873928,0.484001
1583840340,838186240,3.6366,-40.1304,0.294175,0.0323237,-0.0219337,0.879835,0.473672
1583840340,937936896,3.56958,-40.0626,0.277198,0.0289317,-0.0190377,0.874949,0.482976
1583840341,37621504,3.51773,-39.9902,0.297457,0.0292219,-0.0287995,0.878918,0.475206
1583840341,137097216,3.42056,-39.9545,0.292108,0.0263073,-0.0390429,0.88142,0.469982
1583840341,236909824,3.32151,-39.9091,0.276676,0.0277391,-0.0295053,0.883491,0.466695
1583840341,336964864,3.24077,-39.846,0.273627,0.030779,-0.0185209,0.88744,0.459521
1583840341,437048320,3.12696,-39.8639,0.291318,0.0320162,-0.0132769,0.885299,0.463729
1583840341,537670400,3.09129,-39.7218,0.3261,0.0233179,-0.0240753,0.885558,0.463317
1583840341,637696768,2.98326,-39.7382,0.319619,0.0142723,-0.0293103,0.885233,0.464004
1583840341,738097408,2.88294,-39.7162,0.307655,0.00880542,-0.0287272,0.880151,0.473742
1583840341,838437376,2.78679,-39.7031,0.27135,0.0116605,-0.0309011,0.870113,0.491745
1583840341,938669312,2.697,-39.6682,0.260083,0.0255736,-0.0386796,0.861592,0.505478
1583840342,38595840,2.64467,-39.5743,0.258867,0.0344059,-0.0355977,0.861577,0.505207
1583840342,138073600,2.55733,-39.5439,0.296472,0.0388928,-0.0241193,0.851106,0.522996
1583840342,237642496,2.48148,-39.4963,0.308064,0.0333466,-0.0229513,0.858686,0.5109
1583840342,337072128,2.40896,-39.4254,0.315623,0.0281735,-0.0296117,0.864763,0.500513
1583840342,436603136,2.32092,-39.393,0.290457,0.0231402,-0.0275815,0.867507,0.49612
1583840342,536510976,2.23204,-39.3291,0.275601,0.0293513,-0.0161068,0.866748,0.497622
1583840342,636682240,2.15658,-39.2653,0.291048,0.0326559,-0.00793517,0.869133,0.493436
1583840342,736913920,2.06395,-39.2392,0.314761,0.0289833,-0.0170916,0.866315,0.498364
1583840342,837293056,1.97814,-39.2013,0.332351,0.0167497,-0.0245729,0.872711,0.487331
1583840342,937620224,1.88085,-39.1696,0.331448,0.0113783,-0.0329618,0.865454,0.499774
1583840343,38026240,1.7445,-39.1188,0.302928,0.00578707,-0.0367712,0.859429,0.509898
1583840343,138321664,1.69057,-39.1216,0.286204,0.00935393,-0.0400457,0.850234,0.524796
1583840343,238550528,1.62587,-39.0421,0.298498,0.0180395,-0.0364523,0.840549,0.540207
1583840343,338116096,1.5101,-39.058,0.308016,0.0258507,-0.0261138,0.849984,0.525525
1583840343,438002176,1.47634,-38.9731,0.315299,0.0299492,-0.0196222,0.839548,0.542104
1583840343,537609472,1.42358,-38.8985,0.328342,0.0317409,-0.0205479,0.837197,0.545592
1583840343,637054208,1.33246,-38.8523,0.335636,0.0217355,-0.0369869,0.847456,0.529129
1583840343,736728576,1.24925,-38.7843,0.309061,0.0168872,-0.0349776,0.848169,0.5283
1583840343,836711424,1.14594,-38.7528,0.306194,0.0240102,-0.0213044,0.84457,0.534482
1583840343,937090048,1.0854,-38.6796,0.311197,0.0256023,-0.0144193,0.845791,0.532705
1583840344,37465600,1.03187,-38.5915,0.347069,0.0202405,-0.0289502,0.843356,0.536193
1583840344,137569536,0.908857,-38.5969,0.348098,0.00910045,-0.0313884,0.848856,0.527613
1583840344,238011136,0.833764,-38.5414,0.342532,0.00536516,-0.0359249,0.843085,0.536552
1583840344,338319104,0.727175,-38.5154,0.302019,0.00661649,-0.0383741,0.834397,0.549787
1583840344,438716672,0.630291,-38.5017,0.277339,0.0194346,-0.0456608,0.823978,0.564444
1583840344,539010304,0.59599,-38.3999,0.294339,0.032269,-0.0433363,0.817225,0.57378
1583840344,638511872,0.452717,-38.3712,0.345724,0.0399892,-0.0336191,0.813594,0.579082
1583840344,738211584,0.416187,-38.3231,0.354638,0.0304443,-0.0290596,0.816913,0.575224
1583840344,837748992,0.363932,-38.2416,0.355711,0.0226951,-0.0321317,0.815945,0.57679
1583840344,937217280,0.285928,-38.1638,0.341292,0.0115668,-0.0400771,0.824911,0.563722
1583840345,36834560,0.173577,-38.1124,0.313242,0.0149793,-0.0297877,0.829178,0.557989
1583840345,137046528,0.128055,-37.995,0.351279,0.0162965,-0.0162249,0.824605,0.565242
1583840345,237046272,0.0280611,-37.96,0.350265,0.00298308,-0.0177318,0.832964,0.553035
1583840345,337424896,-0.0464896,-37.9032,0.347806,-0.00213452,-0.0285966,0.835626,0.548549
1583840345,437880064,-0.14166,-37.8618,0.340186,0.00153917,-0.0338679,0.821838,0.568711
1583840345,538477824,-0.220813,-37.8279,0.329821,0.00289876,-0.0358354,0.816569,0.576127
1583840345,638832128,-0.325956,-37.8023,0.300359,0.00954507,-0.0380398,0.804547,0.592593
1583840345,739133952,-0.378901,-37.7161,0.308978,0.0236039,-0.0444764,0.790611,0.610245
1583840345,838781440,-0.456045,-37.6581,0.322469,0.0332015,-0.0409303,0.797965,0.600394
1583840345,938284288,-0.497438,-37.5724,0.353361,0.0338655,-0.0277965,0.787248,0.615078
1583840346,37655296,-0.564291,-37.5106,0.355989,0.0319915,-0.0289811,0.788645,0.613332
1583840346,137117184,-0.640155,-37.4294,0.367111,0.0270758,-0.03522,0.796701,0.602739
1583840346,236685824,-0.727765,-37.3546,0.341001,0.0180879,-0.0345662,0.801159,0.597178
1583840346,336617728,-0.799919,-37.2817,0.325028,0.0248168,-0.0247428,0.800124,0.59881
1583840346,436863744,-0.877501,-37.2116,0.333612,0.0281954,-0.020256,0.801931,0.596407
1583840346,537314304,-0.926948,-37.1169,0.372423,0.0213883,-0.0293183,0.796866,0.603065
1583840346,637504000,-1.04748,-37.0893,0.362421,0.0109651,-0.0318408,0.804056,0.5936
1583840346,738016768,-1.11547,-37.0272,0.36546,0.00958011,-0.0333944,0.790335,0.611689
1583840346,838349056,-1.21326,-36.9762,0.337974,0.00542995,-0.0323632,0.783315,0.620759
1583840346,938528512,-1.29786,-36.912,0.315908,0.0127488,-0.0392622,0.779439,0.625117
1583840347,38487296,-1.33243,-36.8027,0.321507,0.0186899,-0.036524,0.775962,0.629444
1583840347,138036736,-1.43879,-36.7833,0.349627,0.024047,-0.0301372,0.770392,0.636404
1583840347,237939968,-1.46613,-36.6981,0.35434,0.0266084,-0.0242763,0.75783,0.651457
1583840347,337450496,-1.49217,-36.5839,0.3673,0.0190588,-0.0380238,0.77742,0.627541
1583840347,436664576,-1.60161,-36.5295,0.353949,0.0107252,-0.0371613,0.780702,0.623706
1583840347,536530432,-1.66878,-36.431,0.328841,0.0157145,-0.0220852,0.780604,0.624438
1583840347,636621824,-1.71394,-36.3229,0.333169,0.0216039,-0.0167663,0.785408,0.618374
1583840347,736760832,-1.79807,-36.2751,0.362397,0.0145028,-0.0256559,0.784108,0.619924
1583840347,837198592,-1.87669,-36.1979,0.370277,0.00338642,-0.0277116,0.786884,0.616469
1583840347,937617408,-1.97321,-36.1384,0.37325,0.000840032,-0.028428,0.779467,0.625797
1583840348,38077184,-2.06509,-36.0926,0.33098,-0.000115326,-0.0308362,0.772707,0.634014
1583840348,138521600,-2.12588,-36.0321,0.285901,0.0111084,-0.0426954,0.754662,0.654629
1583840348,238659328,-2.17216,-35.9565,0.319085,0.0287166,-0.0517618,0.745154,0.664261
1583840348,338279680,-2.28911,-35.9337,0.369959,0.0337597,-0.0417276,0.749513,0.65981
1583840348,438070272,-2.28362,-35.7919,0.383288,0.02652,-0.0332896,0.737052,0.674494
1583840348,537312512,-2.32865,-35.7073,0.387762,0.0198715,-0.031023,0.750074,0.660327
1583840348,636609536,-2.4051,-35.6229,0.369218,0.0115399,-0.0326958,0.756263,0.653349
1583840348,736228608,-2.46905,-35.5285,0.333186,0.0117993,-0.0303392,0.762466,0.646208
1583840348,836182784,-2.54499,-35.4465,0.341805,0.0211326,-0.0206711,0.761292,0.647735
1583840348,936505344,-2.62894,-35.3836,0.348955,0.0189241,-0.0193814,0.763045,0.645778
1583840349,37053952,-2.64932,-35.2667,0.371382,0.00841468,-0.0301584,0.761269,0.64768
1583840349,137359872,-2.75954,-35.2179,0.373637,0.00143981,-0.032169,0.760933,0.648031
1583840349,237914368,-2.84549,-35.152,0.349065,-0.000146046,-0.0313867,0.75093,0.659635
1583840349,338390272,-2.91509,-35.09,0.302414,0.00762176,-0.0347639,0.735306,0.676801
1583840349,438621952,-2.96084,-35.0021,0.311487,0.0209441,-0.0452596,0.726337,0.685528
1583840349,538307840,-3.08083,-34.9636,0.349784,0.0299629,-0.0374107,0.734187,0.677254
1583840349,638180864,-3.05942,-34.8206,0.357226,0.025984,-0.0242948,0.718246,0.694879
1583840349,737588480,-3.07244,-34.712,0.361492,0.0228352,-0.0320758,0.726658,0.68587
1583840349,836807680,-3.18055,-34.6546,0.366393,0.0102658,-0.0403742,0.743624,0.667299
1583840349,936511744,-3.24233,-34.5587,0.327089,0.0124157,-0.0317693,0.740677,0.670995
1583840350,36582400,-3.30349,-34.4777,0.327414,0.0238619,-0.0215055,0.738608,0.673369
1583840350,136884736,-3.36397,-34.3767,0.346647,0.0222692,-0.0186984,0.745451,0.665925
1583840350,237248768,-3.39162,-34.2649,0.371461,0.0114574,-0.0309088,0.746793,0.664239
1583840350,337507840,-3.51822,-34.2338,0.369445,0.00671135,-0.0274486,0.743182,0.668493
1583840350,438180864,-3.59049,-34.1516,0.354379,0.00391888,-0.0250966,0.732738,0.680036
1583840350,538696960,-3.68461,-34.0987,0.311456,0.00543607,-0.0310943,0.716916,0.696445
1583840350,639042560,-3.67003,-33.9693,0.331728,0.0107425,-0.0393843,0.713278,0.699691
1583840350,738446848,-3.83344,-33.9455,0.34856,0.0118933,-0.0343598,0.727742,0.684887
1583840350,838369792,-3.81271,-33.8271,0.335318,0.0196375,-0.0258973,0.703656,0.709797
1583840350,937982976,-3.82038,-33.722,0.347253,0.0242566,-0.0420862,0.71272,0.699764
1583840351,37316352,-3.91248,-33.6614,0.362353,0.0160301,-0.0465019,0.7242,0.687834
1583840351,137034496,-3.97276,-33.5662,0.33689,0.0175155,-0.0325874,0.723575,0.689254
1583840351,237044480,-3.99012,-33.458,0.354655,0.0253476,-0.0246703,0.720155,0.692911
1583840351,337011712,-4.1,-33.3833,0.369792,0.0184237,-0.0198021,0.730807,0.682048
1583840351,437347328,-4.11645,-33.2655,0.388058,0.0104611,-0.0276984,0.725133,0.687972
1583840351,537520896,-4.204,-33.2178,0.380546,0.00388874,-0.029376,0.723934,0.689233
1583840351,637924608,-4.27404,-33.1335,0.376676,-0.000139178,-0.0298636,0.718433,0.694955
1583840351,738233600,-4.3576,-33.0705,0.325923,0.000983968,-0.0336167,0.708742,0.704666
1583840351,838545408,-4.39818,-32.981,0.330597,0.0111444,-0.0460986,0.69422,0.718199
1583840351,938381056,-4.43698,-32.8707,0.341557,0.0120962,-0.0404703,0.707701,0.705248
1583840352,37996544,-4.46227,-32.7776,0.375405,0.0175521,-0.0316578,0.697585,0.715587
1583840352,137617408,-4.51952,-32.711,0.378508,0.0172103,-0.0320393,0.697812,0.715357
1583840352,237208064,-4.58502,-32.6218,0.378268,0.00899495,-0.0418879,0.704028,0.708879
1583840352,336927488,-4.62235,-32.5105,0.358628,0.00751977,-0.0401534,0.707947,0.705083
1583840352,436895232,-4.67972,-32.4304,0.357247,0.017534,-0.0272736,0.705452,0.708016
1583840352,537101824,-4.69851,-32.3133,0.375964,0.0193128,-0.0193923,0.705868,0.707815
1583840352,637204736,-4.73777,-32.2041,0.421445,0.00528211,-0.0300389,0.707484,0.706071
1583840352,737252096,-4.83554,-32.1407,0.401649,-0.00402684,-0.0271913,0.711483,0.702166
1583840352,837518848,-4.89923,-32.0721,0.386672,-0.00276519,-0.0295074,0.701803,0.711755
1583840352,937798912,-4.98162,-32.0048,0.354443,0.00301262,-0.0306878,0.693729,0.719576
1583840353,38109952,-5.01694,-31.9222,0.342994,0.00791891,-0.0388752,0.685513,0.726978
1583840353,138043136,-5.00036,-31.7736,0.352067,0.0145098,-0.0404583,0.689526,0.722984
1583840353,237442816,-5.11231,-31.7494,0.391729,0.0231451,-0.0317359,0.672786,0.738794
1583840353,337366784,-5.15872,-31.6666,0.401262,0.0217572,-0.0309565,0.680258,0.731996
1583840353,437121024,-5.13217,-31.5239,0.417358,0.0188662,-0.0361219,0.685742,0.726703
1583840353,536554496,-5.18961,-31.4354,0.396257,0.0129115,-0.0374232,0.693928,0.718955
1583840353,636330496,-5.29129,-31.3661,0.376724,0.0195551,-0.0317145,0.696679,0.716415
1583840353,736631040,-5.26326,-31.2254,0.385415,0.0197529,-0.02715,0.701369,0.712007
1583840353,836761600,-5.32618,-31.1529,0.419521,0.0196971,-0.0268206,0.699963,0.713404
1583840353,937096960,-5.41898,-31.0885,0.429442,0.0112129,-0.0271989,0.705665,0.707934
1583840354,37493504,-5.47304,-31.0094,0.426413,0.00904361,-0.0284495,0.699354,0.714152
1583840354,137838336,-5.55374,-30.937,0.38565,0.00677912,-0.0313044,0.690401,0.722718
1583840354,238209024,-5.60642,-30.8555,0.338716,0.0121669,-0.0417678,0.678769,0.733062
1583840354,338373632,-5.58528,-30.745,0.364995,0.0191861,-0.0451101,0.670586,0.740211
1583840354,437848832,-5.71788,-30.7147,0.403722,0.0301019,-0.0423099,0.664635,0.745361
1583840354,537622784,-5.69305,-30.5863,0.414486,0.0320061,-0.0337722,0.669113,0.741703
1583840354,637027584,-5.7106,-30.4845,0.428886,0.0279596,-0.0332868,0.670622,0.740525
1583840354,736518912,-5.74007,-30.3813,0.416443,0.0204172,-0.0339018,0.675331,0.736452
1583840354,836217344,-5.81532,-30.2963,0.373417,0.0236826,-0.0332447,0.676832,0.735005
1583840354,936337664,-5.81688,-30.1729,0.389506,0.0303911,-0.0282356,0.681934,0.730236
1583840355,36392704,-5.92893,-30.1136,0.401143,0.0289402,-0.0255519,0.688193,0.7245
1583840355,136935680,-5.93624,-30.004,0.428889,0.0253762,-0.0266071,0.682757,0.72972
1583840355,237292032,-6.00831,-29.9328,0.431512,0.0204762,-0.0271862,0.678357,0.733944
1583840355,337681408,-6.08765,-29.8482,0.417412,0.0058123,-0.0292044,0.673554,0.738538
1583840355,437979904,-6.13139,-29.754,0.364177,0.00724931,-0.0370024,0.660358,0.750004
1583840355,538040064,-6.16568,-29.6656,0.373144,0.0105,-0.0455358,0.655602,0.753659
1583840355,637710336,-6.24856,-29.5883,0.387924,0.0176877,-0.0506848,0.660057,0.749295
1583840355,737493760,-6.22583,-29.4739,0.415161,0.0203372,-0.040389,0.644147,0.763564
1583840355,837133312,-6.23784,-29.3811,0.437193,0.0163416,-0.0337884,0.650644,0.758455
1583840355,936652544,-6.27786,-29.2726,0.422634,0.00257058,-0.0353764,0.664364,0.746567
1583840356,36254208,-6.34291,-29.1763,0.371037,0.00638007,-0.0357766,0.666306,0.744793
1583840356,136350464,-6.37892,-29.0819,0.371533,0.012822,-0.0313332,0.665931,0.745245
1583840356,236705280,-6.43406,-28.9928,0.381911,0.0216543,-0.0275108,0.669699,0.741807
1583840356,337157120,-6.43876,-28.8923,0.417131,0.0157149,-0.0344293,0.672085,0.739506
1583840356,437447936,-6.52667,-28.8258,0.419131,0.0105965,-0.0349175,0.669245,0.742145
1583840356,537938176,-6.57395,-28.7382,0.410859,0.00494351,-0.035658,0.664881,0.746081
1583840356,638193408,-6.6464,-28.6629,0.377094,0.00556458,-0.0387251,0.656904,0.752959
1583840356,738394368,-6.72753,-28.5924,0.350335,0.00871744,-0.0466671,0.645935,0.761915
1583840356,838536704,-6.65831,-28.4493,0.361434,0.0200866,-0.0541872,0.636977,0.768713
1583840356,937920000,-6.73021,-28.3951,0.418045,0.0231298,-0.0469736,0.635441,0.770372
1583840357,37498880,-6.74583,-28.2911,0.423324,0.0193177,-0.0377141,0.645831,0.762304
1583840357,136949504,-6.78582,-28.1951,0.428363,0.0152653,-0.0375263,0.650554,0.758379
1583840357,236645376,-6.81012,-28.0862,0.388574,0.0107051,-0.0363375,0.656328,0.753524
1583840357,336581120,-6.88076,-27.9986,0.379815,0.0216724,-0.0336863,0.6543,0.755173
1583840357,436903168,-6.8612,-27.8737,0.395846,0.0247831,-0.0242714,0.654748,0.755051
1583840357,537089536,-6.92588,-27.7971,0.437024,0.0194714,-0.0288132,0.650923,0.758347
1583840357,637466624,-6.96684,-27.7006,0.433257,0.0083451,-0.0320955,0.658805,0.751583
1583840357,737735168,-7.02702,-27.611,0.433811,0.00172873,-0.0341437,0.652334,0.75716
1583840357,838069760,-7.10473,-27.5315,0.40002,-0.00193596,-0.0339637,0.641187,0.76663
1583840357,938457856,-7.1594,-27.4377,0.363002,0.0028325,-0.0401648,0.623498,0.780787
1583840358,38636800,-7.05377,-27.2972,0.388806,0.00891436,-0.0474326,0.616025,0.786247
1583840358,137721856,-7.24234,-27.2646,0.422148,0.00991721,-0.0388119,0.626082,0.778728
1583840358,237543936,-7.22874,-27.1414,0.41611,0.0172268,-0.027054,0.621455,0.782793
1583840358,337219840,-7.17637,-27.0366,0.422681,0.0153081,-0.0348275,0.620649,0.783165
1583840358,436613888,-7.22622,-26.9359,0.404442,0.00830384,-0.0444353,0.644714,0.763086
1583840358,536296448,-7.31004,-26.8534,0.377207,0.0189777,-0.0380395,0.642755,0.764891
1583840358,636598528,-7.29827,-26.7455,0.398256,0.0296613,-0.0309239,0.634262,0.77193
1583840358,736844800,-7.36545,-26.6526,0.416615,0.0266581,-0.0305893,0.645659,0.762547
1583840358,837249536,-7.35891,-26.545,0.449168,0.0172221,-0.0323302,0.647676,0.761035
1583840358,937450752,-7.4583,-26.4791,0.443316,0.0122311,-0.0338824,0.634277,0.772266
1583840359,37899008,-7.51581,-26.3797,0.428213,0.0046208,-0.035053,0.636841,0.770184
1583840359,138190336,-7.59129,-26.2996,0.373019,0.0091945,-0.0405496,0.618881,0.784383
1583840359,238477568,-7.576,-26.1903,0.375608,0.0213484,-0.0533253,0.59715,0.800071
1583840359,338098176,-7.6629,-26.1095,0.400762,0.0312319,-0.0474201,0.610957,0.789625
1583840359,437800960,-7.62982,-26.008,0.434949,0.0322001,-0.0370404,0.597204,0.800586
1583840359,537197824,-7.64203,-25.9066,0.456339,0.0236062,-0.0364183,0.606315,0.794039
1583840359,636622592,-7.67501,-25.8073,0.443902,0.0138737,-0.0394873,0.619224,0.784098
1583840359,736196608,-7.70733,-25.6897,0.398183,0.0127452,-0.0384536,0.621913,0.782038
1583840359,836181760,-7.73644,-25.5846,0.39928,0.0250351,-0.0311323,0.620438,0.783237
1583840359,936451328,-7.81257,-25.4737,0.414104,0.0263479,-0.0284648,0.622432,0.781712
1583840360,36940544,-7.76242,-25.372,0.460051,0.0156882,-0.0326417,0.62191,0.78225
1583840360,137059328,-7.8809,-25.3037,0.449196,0.0107257,-0.0319599,0.622202,0.78213
1583840360,237575424,-7.91804,-25.21,0.448859,0.00634101,-0.033436,0.613478,0.788978
1583840360,337906944,-7.98059,-25.1187,0.409941,-4.78616e-05,-0.0376055,0.600426,0.798796
1583840360,438151936,-8.02067,-25.0286,0.398164,0.00646476,-0.0488943,0.587388,0.807801
1583840360,538065920,-7.97224,-24.887,0.396415,0.0147608,-0.0480212,0.597191,0.800525
1583840360,637459712,-8.01404,-24.8223,0.428181,0.0216614,-0.0394004,0.586823,0.808466
1583840360,737051136,-8.06192,-24.7359,0.43242,0.0215832,-0.0359069,0.590969,0.805606
1583840360,836683520,-8.05413,-24.6222,0.438449,0.0159543,-0.0430766,0.604005,0.795656
1583840360,936211712,-8.0685,-24.5123,0.422987,0.00923009,-0.0420538,0.61264,0.789188
1583840361,35992832,-8.15367,-24.4195,0.396358,0.0154488,-0.0372645,0.6136,0.788586
1583840361,136359168,-8.14502,-24.2993,0.415238,0.0203414,-0.0313771,0.60815,0.792941
1583840361,236670976,-8.17926,-24.2132,0.455741,0.0167965,-0.0336135,0.60656,0.794149
1583840361,336908544,-8.27545,-24.1198,0.457438,0.00278935,-0.0341155,0.619534,0.784223
1583840361,437362944,-8.27304,-24.0191,0.449521,0.000733106,-0.0356269,0.600782,0.798618
1583840361,537601792,-8.36692,-23.9323,0.42137,-0.00317909,-0.0301112,0.589284,0.807359
1583840361,638056704,-8.4459,-23.8196,0.370919,0.00539524,-0.0410283,0.561899,0.82617
1583840361,738392320,-8.34608,-23.7145,0.389181,0.0152531,-0.0504486,0.54507,0.836732
